Date,High,Normalized High,Moving Average,Label,Actual Next Day
2009-10-28,23.52,0.09098646034816248,0.08693165718890983,0.09029013539651838,23.34
2009-10-29,23.34,0.09029013539651838,0.08710058052869062,0.09013539264990329,23.299999
2009-10-30,23.299999,0.09013539264990329,0.08726112211476411,0.09079303288201161,23.469999
2009-11-02,23.469999,0.09079303288201161,0.08748098027079249,0.08936170212765958,23.1
2009-11-03,23.1,0.08936170212765958,0.08773952314635663,0.09083172147001935,23.48
2009-11-04,23.48,0.09083172147001935,0.08800902675693045,0.09330754738878143,24.120001
2009-11-05,24.120001,0.09330754738878143,0.0882759513862019,0.09017407736943908,23.309999
2009-11-06,23.309999,0.09017407736943908,0.08846873017408069,0.08920695938104449,23.059999
2009-11-09,23.059999,0.08920695938104449,0.08860090290135342,0.08974855319148936,23.200001
2009-11-10,23.200001,0.08974855319148936,0.08876015506125025,0.09005803094777562,23.280001
2009-11-11,23.280001,0.09005803094777562,0.08892198620244948,0.08940039071566731,23.110001
2009-11-12,23.110001,0.08940039071566731,0.08906769871050879,0.08823984139264991,22.809999
2009-11-13,22.809999,0.08823984139264991,0.08919600296582793,0.08963249516441006,23.17
2009-11-16,23.17,0.08963249516441006,0.08932624152159839,0.08882011218568665,22.959999
2009-11-17,22.959999,0.08882011218568665,0.08944616408768478,0.08882011218568665,22.959999
2009-11-18,22.959999,0.08882011218568665,0.08957124461637596,0.08800773694390715,22.75
2009-11-19,22.75,0.08800773694390715,0.08968085138620188,0.08417794970986461,21.76
2009-11-20,21.76,0.08417794970986461,0.08971179909735598,0.08638297872340425,22.33
2009-11-23,22.33,0.08638297872340425,0.08974016795615675,0.08634429400386848,22.32
2009-11-24,22.32,0.08634429400386848,0.08977047098645978,0.08746615473887814,22.610001
2009-11-25,22.610001,0.08746615473887814,0.08984461682785243,0.08738878143133462,22.59
2009-11-27,22.59,0.08738878143133462,0.08995551295938048,0.08750483945841392,22.620001
2009-11-30,22.620001,0.08750483945841392,0.09006898813668544,0.08800773694390715,22.75
2009-12-01,22.75,0.08800773694390715,0.09018504223081826,0.08796905222437136,22.74
2009-12-02,22.74,0.08796905222437136,0.09027981979368092,0.08692456092843327,22.469999
2009-12-03,22.469999,0.08692456092843327,0.09033591257253328,0.08692456092843327,22.469999
2009-12-04,22.469999,0.08692456092843327,0.0903617023210826,0.08738878143133462,22.59
2009-12-07,22.59,0.08738878143133462,0.09035589961315223,0.086615083172147,22.389999
2009-12-08,22.389999,0.086615083172147,0.09034042572533792,0.08568665377176014,22.15
2009-12-09,22.15,0.08568665377176014,0.0903062542230813,0.08588008123791102,22.200001
2009-12-10,22.200001,0.08588008123791102,0.09022243739522831,0.08642166344294004,22.34
2009-12-11,22.34,0.08642166344294004,0.09012959400386791,0.08665377176015474,22.4
2009-12-14,22.4,0.08665377176015474,0.09005029039329408,0.08634429400386848,22.32
2009-12-15,22.32,0.08634429400386848,0.08998710541586018,0.0875435164410058,22.629999
2009-12-16,22.629999,0.0875435164410058,0.08993488091553781,0.08769825918762089,22.67
2009-12-17,22.67,0.08769825918762089,0.08985235344938694,0.09381044487427466,24.25
2009-12-18,24.25,0.09381044487427466,0.08989297234042498,0.09311411992263056,24.07
2009-12-21,24.07,0.09311411992263056,0.0899606705996126,0.09276595744680852,23.98
2009-12-22,23.98,0.09276595744680852,0.0899974210831716,0.09384912959381045,24.26
2009-12-23,24.26,0.09384912959381045,0.09004964539007039,0.09396518762088975,24.290001
2009-12-24,24.290001,0.09396518762088975,0.09008059329464807,0.09477756286266925,24.5
2009-12-28,24.5,0.09477756286266925,0.09013023868471899,0.095009667311412,24.559999
2009-12-29,24.559999,0.095009667311412,0.09022050296582794,0.09562862282398453,24.719999
2009-12-30,24.719999,0.09562862282398453,0.09030883301096011,0.09555126112185687,24.700001
2009-12-31,24.700001,0.09555126112185687,0.09035783365570545,0.09620890135396518,24.870001
2010-01-04,24.870001,0.09620890135396518,0.09042037401676284,0.09725338104448743,25.139999
2010-01-05,25.139999,0.09725338104448743,0.09048807221147594,0.0969825918762089,25.07
2010-01-06,25.07,0.0969825918762089,0.09057124429400334,0.09570599613152804,24.74
2010-01-07,24.74,0.09570599613152804,0.09063249503546046,0.09551257640232108,24.690001
2010-01-08,24.690001,0.09551257640232108,0.090699548613797,0.09570599613152804,24.74
2010-01-11,24.74,0.09570599613152804,0.09076208891037986,0.09473887814313346,24.49
2010-01-12,24.49,0.09473887814313346,0.0908188264345578,0.09466150483558995,24.469999
2010-01-13,24.469999,0.09466150483558995,0.09088652462927088,0.09520309864603482,24.610001
2010-01-14,24.610001,0.09520309864603482,0.09090006434558293,0.09466150483558995,24.469999
2010-01-15,24.469999,0.09466150483558995,0.09091102501611806,0.09446808510638298,24.42
2010-01-19,24.42,0.09446808510638298,0.09087427453255907,0.09338490909090909,24.139999
2010-01-20,24.139999,0.09338490909090909,0.09085428729851651,0.09423598065764023,24.360001
2010-01-21,24.360001,0.09423598065764023,0.09084074771115351,0.09338490909090909,24.139999
2010-01-22,24.139999,0.09338490909090909,0.09084461611863255,0.09114119535783366,23.559999
2010-01-25,23.559999,0.09114119535783366,0.09081431295938044,0.09176015087040619,23.719999
2010-01-26,23.719999,0.09176015087040619,0.09082720780141784,0.09141198839458414,23.629999
2010-01-27,23.629999,0.09141198839458414,0.0908459053513856,0.09148936170212765,23.65
2010-01-28,23.65,0.09148936170212765,0.09086847150225602,0.09110251063829787,23.549999
2010-01-29,23.549999,0.09110251063829787,0.0908736294648608,0.08970986847195357,23.190001
2010-02-01,23.190001,0.08970986847195357,0.0908794322372657,0.09083172147001935,23.48
2010-02-02,23.48,0.09083172147001935,0.0908794322372657,0.09121856866537717,23.58
2010-02-03,23.58,0.09121856866537717,0.09084461592520897,0.0911798839458414,23.57
2010-02-04,23.57,0.0911798839458414,0.090861379368149,0.0902127659574468,23.32
2010-02-05,23.32,0.0902127659574468,0.09087814281108904,0.09025145067698259,23.33
2010-02-08,23.33,0.09025145067698259,0.09088652443584726,0.0902127659574468,23.32
2010-02-09,23.32,0.0902127659574468,0.09088910335267511,0.08936170212765958,23.1
2010-02-10,23.1,0.08936170212765958,0.09088845854287499,0.09090909090909091,23.5
2010-02-11,23.5,0.09090909090909091,0.09093294603481566,0.09040619342359767,23.370001
2010-02-12,23.370001,0.09040619342359767,0.09094584100580214,0.09199226692456479,23.780001
2010-02-16,23.780001,0.09199226692456479,0.0909987102514501,0.0935009671179884,24.17
2010-02-17,24.17,0.0935009671179884,0.0910767245003218,0.0937330754352031,24.23
2010-02-18,24.23,0.0937330754352031,0.09117214680851006,0.09404254932301741,24.309999
2010-02-19,24.309999,0.09404254932301741,0.0913365568020626,0.09477756286266925,24.5
2010-02-22,24.5,0.09477756286266925,0.09147646653771702,0.09477756286266925,24.5
2010-02-23,24.5,0.09477756286266925,0.09161702101869702,0.09593810058027079,24.799999
2010-02-24,24.799999,0.09593810058027079,0.09175822011605357,0.09644100580270792,24.93
2010-02-25,24.93,0.09644100580270792,0.09190909052224312,0.09740812379110252,25.18
2010-02-26,25.18,0.09740812379110252,0.09207414526112127,0.09899419729206964,25.59
2010-03-01,25.59,0.09899419729206964,0.09225725293359065,0.09883945454545455,25.549999
2010-03-02,25.549999,0.09883945454545455,0.0924384263056087,0.09880077756286267,25.540001
2010-03-03,25.540001,0.09880077756286267,0.09263636324951587,0.10235976402321083,26.459999
2010-03-04,26.459999,0.10235976402321083,0.09289361663442881,0.10305608897485494,26.639999
2010-03-05,26.639999,0.10305608897485494,0.09315473842682082,0.10317214700193424,26.67
2010-03-08,26.67,0.10317214700193424,0.09343068949065061,0.10355899419729207,26.77
2010-03-09,26.77,0.10355899419729207,0.09372856183107614,0.10471953578336557,27.07
2010-03-10,27.07,0.10471953578336557,0.09404255274016705,0.10375241779497099,26.82
2010-03-11,26.82,0.10375241779497099,0.09433139864603422,0.10359768278529981,26.780001
2010-03-12,26.780001,0.10359768278529981,0.09461379716311999,0.10437137330754352,26.98
2010-03-15,26.98,0.10437137330754352,0.0949142484848479,0.10433268471953579,26.969999
2010-03-16,26.969999,0.10433268471953579,0.09519406795615673,0.10379110251450677,26.83
2010-03-17,26.83,0.10379110251450677,0.09546228201160482,0.10464216247582205,27.049999
2010-03-18,27.049999,0.10464216247582205,0.09564281063829728,0.10514506769825918,27.18
2010-03-19,27.18,0.10514506769825918,0.09584332643455774,0.1027852998065764,26.57
2010-03-22,26.57,0.1027852998065764,0.0960103154738872,0.10286266924564796,26.59
2010-03-23,26.59,0.10286266924564796,0.09616054113475117,0.1025531914893617,26.51
2010-03-24,26.51,0.1025531914893617,0.09630367453255903,0.10321083172147001,26.68
2010-03-25,26.68,0.10321083172147001,0.09644422901353905,0.1017408085106383,26.299999
