Date,Average
1962-09-11,0.7748158663402058
1962-09-12,0.7808788952894937
1962-09-13,0.7838540095544461
1962-09-14,0.7850626540171396
1962-09-17,0.7877275679299095
1962-09-18,0.7920687917792323
1962-09-19,0.7874289793367809
1962-09-20,0.7846982939529218
1962-09-21,0.7733468336906951
1962-09-24,0.7577176894619927
1962-09-25,0.7536768407359447
1962-09-26,0.753380387022397
1962-09-27,0.7451042086771023
1962-09-28,0.7434415710229684
1962-10-01,0.7401518019728553
1962-10-02,0.7412267942526587
1962-10-03,0.744055392689034
1962-10-04,0.744249647573579
1962-10-05,0.7549669594801981
1962-10-08,0.7591431340852318
1962-10-09,0.7625041900407321
1962-10-10,0.769051708145999
1962-10-11,0.7603577953725249
1962-10-12,0.7589321484559908
1962-10-15,0.7653776791627861
1962-10-16,0.7674760523055043
1962-10-17,0.7621734591619702
1962-10-18,0.7586710663339766
1962-10-19,0.7501285316129193
1962-10-22,0.7358891012287572
1962-10-23,0.7311487565476418
1962-10-24,0.7301928015069277
1962-10-25,0.7277862067542086
1962-10-26,0.7248230688041539
1962-10-29,0.7475954960707452
1962-10-30,0.7518227621951122
1962-10-31,0.7567833984970064
1962-11-01,0.757787990607042
1962-11-02,0.7776431420384899
1962-11-05,0.7845920818723744
1962-11-07,0.784573469645336
1962-11-08,0.7853885621026901
1962-11-09,0.7856518005129756
1962-11-12,0.795358128892017
1962-11-13,0.7977015642207879
1962-11-14,0.8000272950535308
1962-11-15,0.8075416239687482
1962-11-16,0.80807431166269
1962-11-19,0.8069669466200957
1962-11-20,0.8103675127021772
1962-11-21,0.817112859440535
1962-11-23,0.8278317906045595
1962-11-26,0.8305341693422882
1962-11-27,0.8304366711263547
1962-11-28,0.834293285008943
1962-11-29,0.831995435934173
1962-11-30,0.8321743734668103
1962-12-03,0.8272719887658526
1962-12-04,0.8382648334543003
1962-12-05,0.8459294746685028
1962-12-06,0.8409672973613044
1962-12-07,0.8385730536041174
1962-12-10,0.8359787781747472
1962-12-11,0.8251413086119359
1962-12-12,0.8299295545958201
1962-12-13,0.8266727423426606
1962-12-14,0.827139509931894
1962-12-17,0.8309860403089967
1962-12-18,0.8242126825450579
1962-12-19,0.8231404492934403
1962-12-20,0.8298233956355096
1962-12-21,0.8307600856863239
1962-12-24,0.8282853779386252
1962-12-26,0.8313109579675154
1962-12-27,0.8325049473636148
1962-12-28,0.8290979521739446
1962-12-31,0.8292681985089615
1963-01-02,0.8298045636975604
1963-01-03,0.8368393705135472
1963-01-04,0.8467700132682583
1963-01-07,0.8474350817611481
1963-01-08,0.8533617942972697
1963-01-09,0.8544264500432337
1963-01-10,0.8537396378360745
1963-01-11,0.8566662630195929
1963-01-14,0.8633599573208235
1963-01-15,0.8647630710572105
1963-01-16,0.8585921215649784
1963-01-17,0.8584658101586838
1963-01-18,0.8607370751176339
1963-01-21,0.8580095881591449
1963-01-22,0.8603732253374838
1963-01-23,0.8580719200720813
1963-01-24,0.8562407212397052
1963-01-25,0.8565983394540411
1963-01-28,0.8591651569655138
1963-01-29,0.8586860950161227
1963-01-30,0.8560291778288165
1963-01-31,0.8547504965153491
1963-02-01,0.860281380596852
1963-02-04,0.8595666001588685
1963-02-05,0.8559947551999315
1963-02-06,0.8580040563844287
1963-02-07,0.8578842062320313
1963-02-08,0.8511337061751675
1963-02-11,0.851038150336214
1963-02-12,0.8453298318183587
1963-02-13,0.8513479766785419
1963-02-14,0.8543553115578412
1963-02-15,0.8540528686932709
1963-02-18,0.8554985492692768
1963-02-19,0.8494001616606436
1963-02-20,0.8444427644433659
1963-02-21,0.8411773313545919
1963-02-25,0.8403638138612264
1963-02-26,0.8387655302414196
1963-02-27,0.8371682820628241
1963-02-28,0.8276611710280314
1963-03-01,0.8232407474840108
1963-03-04,0.8262532278281491
1963-03-05,0.8274152314177218
1963-03-06,0.8251878276184915
1963-03-07,0.8305858413028886
1963-03-08,0.8333160715399869
1963-03-11,0.8362653483265463
1963-03-12,0.8391753330084702
1963-03-13,0.8415778571239392
1963-03-14,0.8412683151273269
1963-03-15,0.8391012772464792
1963-03-18,0.8385912491367337
1963-03-19,0.8364835002102431
1963-03-20,0.8383277803613537
1963-03-21,0.8400300706970849
1963-03-22,0.842181063682409
1963-03-25,0.8431519105753817
1963-03-26,0.84258730208173
1963-03-27,0.8470989423893732
1963-03-28,0.8479851718550967
1963-03-29,0.8432361450533125
1963-04-01,0.8468369334676119
1963-04-02,0.846547647968236
1963-04-03,0.8481619986187138
1963-04-04,0.8535758494853858
1963-04-05,0.8563092934750413
1963-04-08,0.8616488630028353
1963-04-09,0.8616525877802867
1963-04-10,0.8605789891559923
1963-04-11,0.8580782869742791
1963-04-15,0.8647186638947042
1963-04-16,0.8642590849855165
1963-04-17,0.8637005811447074
1963-04-18,0.8641481399234773
1963-04-19,0.8668892749548185
1963-04-22,0.8707499312339613
1963-04-23,0.8694489041434256
1963-04-24,0.873778677417159
1963-04-25,0.872245339047998
1963-04-26,0.872305668393501
1963-04-29,0.873467732255765
1963-04-30,0.8744239176952449
1963-05-01,0.8770313403919319
1963-05-02,0.8775651215866925
1963-05-03,0.8754001966150307
1963-05-06,0.8727112634877154
1963-05-07,0.8684218346190861
1963-05-08,0.8684134344549723
1963-05-09,0.8762629570928512
1963-05-10,0.87628341418806
1963-05-13,0.8775301783213618
1963-05-14,0.8754433625459705
1963-05-15,0.8766618088141689
1963-05-16,0.8769107890173867
1963-05-17,0.8744745829020952
1963-05-20,0.8740872243063922
1963-05-21,0.8725529673089101
1963-05-22,0.8753123491154449
1963-05-23,0.8751986167843916
1963-05-24,0.8727522668645292
1963-05-27,0.8699897847793604
1963-05-28,0.8708499391245893
1963-05-29,0.8724465702267479
1963-05-31,0.8736881745391833
1963-06-03,0.8744090483518113
1963-06-04,0.8718832715781
1963-06-05,0.8745512446929719
1963-06-06,0.8691021651142473
1963-06-07,0.8714266053443681
1963-06-10,0.8680384752386501
1963-06-11,0.8689083284998144
1963-06-12,0.87204234303388
1963-06-13,0.8726439161773533
1963-06-14,0.8711111604086844
1963-06-17,0.8721285539015251
1963-06-18,0.8696490236567906
1963-06-19,0.8704308241749698
1963-06-20,0.8693465212128353
1963-06-21,0.8699876439090239
1963-06-24,0.8698198740619735
1963-06-25,0.8676415470410348
1963-06-26,0.8627342946161509
1963-06-27,0.8575799840699294
1963-06-28,0.8575509392211235
1963-07-01,0.8577074394706989
1963-07-02,0.8586758635831547
1963-07-03,0.8667679646457114
1963-07-05,0.8709600571532954
1963-07-08,0.871314810575777
1963-07-09,0.8728825284105557
1963-07-10,0.872975051127377
1963-07-11,0.873080686430181
1963-07-12,0.8677475498276942
1963-07-15,0.8629663065251654
1963-07-16,0.8575831972834554
1963-07-17,0.8565140688060491
1963-07-18,0.8540923056979102
1963-07-19,0.8502023840044052
1963-07-22,0.8491819995441672
1963-07-23,0.8467329955428524
1963-07-24,0.8458962114679233
1963-07-25,0.8483975468736709
1963-07-26,0.8450050874768271
1963-07-29,0.8485259916667421
1963-07-30,0.8560489596921169
1963-07-31,0.8604050983856069
1963-08-01,0.8550018263236504
1963-08-02,0.8549983238963162
1963-08-05,0.8597649128983328
1963-08-06,0.865130402867457
1963-08-07,0.8672001987706774
1963-08-08,0.8675048829021731
1963-08-09,0.8701700786926437
1963-08-12,0.8739842133440819
1963-08-13,0.8724063648405901
1963-08-14,0.8707086617451663
1963-08-15,0.8752571995751431
1963-08-16,0.8767354116609883
1963-08-19,0.875907302615283
1963-08-20,0.8747790542576255
1963-08-21,0.874506430405532
1963-08-22,0.8735551306568574
1963-08-23,0.8771738272675988
1963-08-26,0.8800235223399807
1963-08-27,0.8782588925132857
1963-08-28,0.8810541928298927
1963-08-29,0.8848725088156918
1963-08-30,0.8864114226988271
1963-09-03,0.8899341814476116
1963-09-04,0.8916683884757723
1963-09-05,0.8925435933474231
1963-09-06,0.8943969511919234
1963-09-09,0.8884921569432221
1963-09-10,0.8895501761815988
1963-09-11,0.8953068095629546
1963-09-12,0.8912336416966569
1963-09-13,0.8922816560712282
1963-09-16,0.8917250593131136
1963-09-17,0.8907598007941472
1963-09-18,0.8838813170027128
1963-09-19,0.8830423322730703
1963-09-20,0.885282587483526
1963-09-23,0.8782736259341216
1963-09-24,0.8760638618191845
1963-09-25,0.8749240924697562
1963-09-26,0.8651956789375717
1963-09-27,0.8624066083036414
1963-09-30,0.8624344119353538
1963-10-01,0.8657148020326417
1963-10-02,0.8659546162675982
1963-10-03,0.8719039107047765
1963-10-04,0.875738321054549
1963-10-07,0.8707984305958216
1963-10-08,0.8657443964230411
1963-10-09,0.8605427533213146
1963-10-10,0.8578663759463929
1963-10-11,0.8633460101237626
1963-10-14,0.8660427897594701
1963-10-15,0.8719277774905662
1963-10-16,0.8765698015505646
1963-10-17,0.8803853139572969
1963-10-18,0.8789381557024771
1963-10-21,0.8816909568419511
1963-10-22,0.8806062402516309
1963-10-23,0.8804994242690215
1963-10-24,0.8836284242975938
1963-10-25,0.8877008047148598
1963-10-28,0.8914735279118883
1963-10-29,0.8856395782101615
1963-10-30,0.8796812145212562
1963-10-31,0.8760827193675708
1963-11-01,0.8789370984215195
1963-11-04,0.8750205048954078
1963-11-06,0.8655713551827184
1963-11-07,0.8683338098935888
1963-11-08,0.8735566067763828
1963-11-11,0.8765245350692957
1963-11-12,0.8770164171991368
1963-11-13,0.8734446305500027
1963-11-14,0.873280811128645
1963-11-15,0.869573146513654
1963-11-18,0.8613592983212307
1963-11-19,0.8601486064584682
1963-11-20,0.8616906629431317
1963-11-21,0.8591384143103575
1963-11-22,0.852713101010107
1963-11-26,0.8585743064545085
1963-11-27,0.8581656136420697
1963-11-29,0.8741760004137396
1963-12-02,0.8802867200693371
1963-12-03,0.8765944449215407
1963-12-04,0.8763380559431334
1963-12-05,0.8797644987489178
1963-12-06,0.8795526522777939
1963-12-09,0.873769849647001
1963-12-10,0.8728452850887518
1963-12-11,0.8713228080339457
1963-12-12,0.871573452958159
1963-12-13,0.8699321369872741
1963-12-16,0.8737433712661639
1963-12-17,0.8728306437296581
1963-12-18,0.8733455721470398
1963-12-19,0.8681091958817545
1963-12-20,0.8649535471943449
1963-12-23,0.8630788124241185
1963-12-24,0.8628023083080686
1963-12-26,0.8661447259292152
1963-12-27,0.8679151729033048
1963-12-30,0.8657555481256979
1963-12-31,0.8686711434911643
1964-01-02,0.8731885839159729
1964-01-03,0.8792265711756703
1964-01-06,0.8782411500641533
1964-01-07,0.8781344454645975
1964-01-08,0.8782568543648311
1964-01-09,0.8824594613768468
1964-01-10,0.8834369503834177
1964-01-13,0.8858136336791057
1964-01-14,0.8825546552322483
1964-01-15,0.8824857600426234
1964-01-16,0.8842152620592425
1964-01-17,0.881904690322303
1964-01-20,0.8820589195815555
1964-01-21,0.8775601970975276
1964-01-22,0.8844122178681662
1964-01-23,0.8853373169799427
1964-01-24,0.8815315755939579
1964-01-27,0.8832251269027931
1964-01-28,0.881079187989681
1964-01-29,0.8780096464777111
1964-01-30,0.8749686133921835
1964-01-31,0.8780869370919284
1964-02-03,0.8804325656422353
1964-02-04,0.8778648479943213
1964-02-05,0.877466352265194
1964-02-06,0.8776319330320193
1964-02-07,0.8807869110794323
1964-02-10,0.8827155445221009
1964-02-11,0.8830963287437764
1964-02-12,0.883074450702088
1964-02-13,0.8832889450042788
1964-02-14,0.8840609076154162
1964-02-17,0.8849640481525681
1964-02-18,0.8843313120854859
1964-02-19,0.8864660993134841
1964-02-20,0.8882473934500195
1964-02-24,0.8897391858607689
1964-02-25,0.8891044281030598
1964-02-26,0.8949659136512804
1964-02-27,0.8970807822965631
1964-02-28,0.893004559438115
1964-03-02,0.8973459097620587
1964-03-03,0.8956239643090335
1964-03-04,0.8942898821065397
1964-03-05,0.8914900253230518
1964-03-06,0.8946648500719179
1964-03-09,0.895880879034831
1964-03-10,0.894205036630534
1964-03-11,0.894936690977956
1964-03-12,0.8957001542653412
1964-03-13,0.8990625081715478
1964-03-16,0.8997723749761968
1964-03-17,0.9005666451883996
1964-03-18,0.9030462584491542
1964-03-19,0.9042036262061479
1964-03-20,0.9002721177532045
1964-03-23,0.8974875550844323
1964-03-24,0.8977730179962512
1964-03-25,0.8967111477755259
1964-03-26,0.8975914904357777
1964-03-30,0.8978535928406611
1964-03-31,0.8964796299723364
1964-04-01,0.8974198597670092
1964-04-02,0.9054424883683452
1964-04-03,0.9074960003311681
1964-04-06,0.908842511787173
1964-04-07,0.9075502320709564
1964-04-08,0.9050391913797446
1964-04-09,0.9052393564617057
1964-04-10,0.907482477250982
1964-04-13,0.909611982073076
1964-04-14,0.9099992123518723
1964-04-15,0.9141223457744663
1964-04-16,0.9114985070372363
1964-04-17,0.9100259717713288
1964-04-20,0.9094534021284167
1964-04-21,0.9076992818684307
1964-04-22,0.9062263809719644
1964-04-23,0.910051018141164
1964-04-24,0.9035895006649752
1964-04-27,0.8944521740159388
1964-04-28,0.8946197260328781
1964-04-29,0.8932343862794738
1964-04-30,0.8858970973493565
1964-05-01,0.8893891415077178
1964-05-04,0.8926925466653399
1964-05-05,0.8915776694544202
1964-05-06,0.894163337417821
1964-05-07,0.8943033513355911
1964-05-08,0.8931409182403129
1964-05-11,0.8919091994329166
1964-05-12,0.8918689682687193
1964-05-13,0.8895538480305594
1964-05-14,0.884646910062699
1964-05-15,0.8851105720640414
1964-05-18,0.8863391843999553
1964-05-19,0.8852282149743536
1964-05-20,0.8831288573577535
1964-05-21,0.8851953119475284
1964-05-22,0.883987965014292
1964-05-25,0.8826325023511482
1964-05-26,0.8806974569794732
1964-05-27,0.8796593325201699
1964-05-28,0.879052616631989
1964-06-01,0.8771664267143658
1964-06-02,0.870176940767314
1964-06-03,0.8697778603971519
1964-06-04,0.8654898169637637
1964-06-05,0.8643364080666325
1964-06-08,0.8642349771611479
1964-06-09,0.8660355162651008
1964-06-10,0.8719660808476775
1964-06-11,0.8774049305896148
1964-06-12,0.8782733335342534
1964-06-15,0.8848645485922961
1964-06-16,0.8873344608490262
1964-06-17,0.8887183571118105
1964-06-18,0.890112947468385
1964-06-19,0.8887138098770987
1964-06-22,0.8921295660784687
1964-06-23,0.8914961381564814
1964-06-24,0.8905221561287787
1964-06-25,0.8915921901276066
1964-06-26,0.8906416068483439
1964-06-29,0.8925001547245914
1964-06-30,0.888594532641489
1964-07-01,0.8914455886351574
1964-07-02,0.8968414600125627
1964-07-06,0.9003638952478673
1964-07-07,0.9033333925108744
1964-07-08,0.9040481154196697
1964-07-09,0.9074369729555013
1964-07-10,0.9076892624947556
1964-07-13,0.9074807492746992
1964-07-14,0.9052433401681008
1964-07-15,0.9047802456707202
1964-07-16,0.9068083894675012
1964-07-17,0.910099728631532
1964-07-20,0.9106818986621481
1964-07-21,0.9059555867018989
1964-07-22,0.9053256339925317
1964-07-23,0.9058528926453198
1964-07-24,0.903753511186597
1964-07-27,0.9031747283680538
1964-07-28,0.8964734091937846
1964-07-29,0.8994599298493603
1964-07-30,0.9004968517856072
1964-07-31,0.8990849913214042
1964-08-03,0.9019358086674127
1964-08-04,0.8940504343868371
1964-08-05,0.8890489562935402
1964-08-06,0.888096349957311
1964-08-07,0.8844090055493206
1964-08-10,0.8842669867174728
1964-08-11,0.8826886657491235
1964-08-12,0.8851763592728105
1964-08-13,0.8888833172346463
1964-08-14,0.886282491463258
1964-08-17,0.8848596760597074
1964-08-18,0.884876704874582
1964-08-19,0.8875643520129372
1964-08-20,0.8857494765511572
1964-08-21,0.8851732287860321
1964-08-24,0.8867861510229568
1964-08-25,0.883123096631239
1964-08-26,0.8803025677312689
1964-08-27,0.8823615289696224
1964-08-28,0.88738847815919
1964-08-31,0.8870922596358467
1964-09-01,0.8911208790039866
1964-09-02,0.8956621628076793
1964-09-03,0.8975220781050135
1964-09-04,0.8998522111478917
1964-09-08,0.9023928847299265
1964-09-09,0.9054699844177343
1964-09-10,0.905133281634091
1964-09-11,0.908381244873934
1964-09-14,0.9082544815182017
1964-09-15,0.9050198135742896
1964-09-16,0.905006272384486
1964-09-17,0.9093739417200369
1964-09-18,0.9116685752402968
1964-09-21,0.9125000969834433
1964-09-22,0.9104643778930825
1964-09-23,0.9142682824606068
1964-09-24,0.9139901116097837
1964-09-25,0.9161363720056392
1964-09-28,0.916935120509659
1964-09-29,0.9173374740600713
1964-09-30,0.914342925954049
1964-10-01,0.9127431167740219
1964-10-02,0.9142730599055408
1964-10-05,0.917928299109136
1964-10-06,0.9167961919023712
1964-10-07,0.9168456093119006
1964-10-08,0.9197286525714585
1964-10-09,0.9221994883480099
1964-10-12,0.9206645027897089
1964-10-13,0.9206728974275061
1964-10-14,0.9172691511364812
1964-10-15,0.9127737331008571
1964-10-16,0.9152177186936744
1964-10-19,0.9174833714561805
1964-10-20,0.9202157986894697
1964-10-21,0.917678856057117
1964-10-22,0.9147236478281674
1964-10-23,0.9118888190681473
1964-10-26,0.9141019650829786
1964-10-27,0.9112559181699722
1964-10-28,0.9116549120617868
1964-10-29,0.9084230167515375
1964-10-30,0.908811741995898
1964-11-02,0.9148959946732839
1964-11-04,0.9164168847277468
1964-11-05,0.911317075166804
1964-11-06,0.9111459548781647
1964-11-09,0.9105576340934276
1964-11-10,0.9067704303732249
1964-11-11,0.9055862409352096
1964-11-12,0.9088687692474402
1964-11-13,0.9111627711348048
1964-11-16,0.913184108648966
1964-11-17,0.9156546460924525
1964-11-18,0.9173315578738586
1964-11-19,0.9146293396976505
1964-11-20,0.9176037545332777
1964-11-23,0.9148054497307725
1964-11-24,0.9115830991387476
1964-11-25,0.912065189240276
1964-11-27,0.9095729092906403
1964-11-30,0.9051771295672285
1964-12-01,0.8968745936459718
1964-12-02,0.893052933333526
1964-12-03,0.8986149037719647
1964-12-04,0.902555211091665
1964-12-07,0.9077362572861464
1964-12-08,0.9075056340985509
1964-12-09,0.9041476659302593
1964-12-10,0.9003608902011134
1964-12-11,0.900034888343146
1964-12-14,0.8990205022437755
1964-12-15,0.8934662761723038
1964-12-16,0.8937176467281298
1964-12-17,0.9000490722233222
1964-12-18,0.9062375900922501
1964-12-21,0.9067957790823284
1964-12-22,0.9048301325408165
1964-12-23,0.9049309588032866
1964-12-24,0.903139243095208
1964-12-28,0.899730439306957
1964-12-29,0.8970904429584065
1964-12-30,0.9002971586615715
1964-12-31,0.9069508252540178
1965-01-04,0.9077697965714185
1965-01-05,0.9078695060954179
1965-01-06,0.9113909462507322
1965-01-07,0.9143587965273261
1965-01-08,0.9170191102926348
1965-01-11,0.9175802179863104
1965-01-12,0.9221710159897165
1965-01-13,0.9240998746021816
1965-01-14,0.9239059715468022
1965-01-15,0.9252862308759267
1965-01-18,0.9279404510118161
1965-01-19,0.9282581931331254
1965-01-20,0.9304216313760005
1965-01-21,0.9269331470006003
1965-01-22,0.9255014087281132
1965-01-25,0.9254832846650345
1965-01-26,0.9239172122937337
1965-01-27,0.9244432667964582
1965-01-28,0.9283482456752995
1965-01-29,0.9296824959331896
1965-02-01,0.9304608962390943
1965-02-02,0.9291331030687153
1965-02-03,0.9298477144693102
1965-02-04,0.9300421759563148
1965-02-05,0.926302848575788
1965-02-08,0.9197777884493205
1965-02-09,0.9220535490335499
1965-02-10,0.9230304467778722
1965-02-11,0.9175059470201866
1965-02-12,0.9114362455375103
1965-02-15,0.917833627501482
1965-02-16,0.9163487218308848
1965-02-17,0.917881326572042
1965-02-18,0.9237458948995498
1965-02-19,0.9259810115019378
1965-02-23,0.9272325958278015
1965-02-24,0.9292788009703518
1965-02-25,0.9292745187188589
1965-02-26,0.9288348767680727
1965-03-01,0.9325674730068143
1965-03-02,0.9321999502536653
1965-03-03,0.9316598789581804
1965-03-04,0.9276542806505986
1965-03-05,0.9208456278900163
1965-03-08,0.9223580191906955
1965-03-09,0.9208476461874119
1965-03-10,0.9204257893388922
1965-03-11,0.9231591201160579
1965-03-12,0.9231148552566182
1965-03-15,0.9231184162763406
1965-03-16,0.9185613990949411
1965-03-17,0.9148752910727146
1965-03-18,0.9130480633528318
1965-03-19,0.9100254205905083
1965-03-22,0.9090215084482383
1965-03-23,0.9119150356493816
1965-03-24,0.9130971572297456
1965-03-25,0.9119688602428269
1965-03-26,0.9070010029182405
1965-03-29,0.9002326732678481
1965-03-30,0.8998568887273053
1965-03-31,0.904913023193026
1965-04-01,0.9054230582605587
1965-04-02,0.9064148901419241
1965-04-05,0.9096984771186604
1965-04-06,0.9106798916670233
1965-04-07,0.9080702193418895
1965-04-08,0.9135619021472414
1965-04-09,0.9194662765259086
1965-04-12,0.9230079307790022
1965-04-13,0.9243762829700144
1965-04-14,0.9276187119159797
1965-04-15,0.9292133577220334
1965-04-19,0.9300982523732916
1965-04-20,0.93240879853988
1965-04-21,0.931842559560702
1965-04-22,0.9351361057209676
1965-04-23,0.9344779276897311
1965-04-26,0.933146418779933
1965-04-27,0.9341301228633675
1965-04-28,0.9308501322490896
1965-04-29,0.9275783870366376
1965-04-30,0.9271341487783115
1965-05-03,0.9273790082985964
1965-05-04,0.9292142348984632
1965-05-05,0.9309387980246341
1965-05-06,0.9341133658066673
1965-05-07,0.9344283093527777
1965-05-10,0.9340888137005023
1965-05-11,0.9325313896764972
1965-05-12,0.9340738405081125
1965-05-13,0.9346439741601219
1965-05-14,0.9338650666582778
1965-05-17,0.9358228257747011
1965-05-18,0.9322207990416469
1965-05-19,0.9349795352964756
1965-05-20,0.9332449357192294
1965-05-21,0.9275466758824454
1965-05-24,0.923219369618991
1965-05-25,0.920981533069456
1965-05-26,0.9207318246946756
1965-05-27,0.9109306826518144
1965-05-28,0.911775725566685
1965-06-01,0.9159051642339291
1965-06-02,0.9080889739972016
1965-06-03,0.9069956207102257
1965-06-04,0.8977713939472095
1965-06-07,0.8996356719028791
1965-06-08,0.8951613461596025
1965-06-09,0.8872619268932559
1965-06-10,0.8773704695966918
1965-06-11,0.8747930422403316
1965-06-14,0.8760155192606544
1965-06-15,0.8743711036738938
1965-06-16,0.8852183565330758
1965-06-17,0.8856370264640432
1965-06-18,0.8851061339138461
1965-06-21,0.8802636614633763
1965-06-22,0.8812327438159596
1965-06-23,0.8787716913255684
1965-06-24,0.8706409062874045
1965-06-25,0.861515236066177
1965-06-28,0.8545594835979609
1965-06-29,0.8570595937105893
1965-06-30,0.8695907652406529
