Date,High,Normalized High,Moving Average,Label,Actual Next Day
2017-08-08,118.360001,0.944537569939152,0.9573725209524848,0.938871629381081,117.650002
2017-08-09,117.650002,0.938871629381081,0.9573830482421696,0.9408666816832923,117.900002
2017-08-10,117.900002,0.9408666816832923,0.9573494928035576,0.9356795297371244,117.25
2017-08-11,117.25,0.9356795297371244,0.957362818165843,0.9557098708117449,119.760002
2017-08-14,119.760002,0.9557098708117449,0.9581113162793721,0.9598595556597169,120.279999
2017-08-15,120.279999,0.9598595556597169,0.9588823092737008,0.9681589812171252,121.32
2017-08-16,121.32,0.9681589812171252,0.9597662924273195,0.9589019704557015,120.160004
2017-08-17,120.160004,0.9589019704557015,0.9604599914015811,0.9545926495027157,119.620003
2017-08-18,119.620003,0.9545926495027157,0.961029868493293,0.9508419431943491,119.150002
2017-08-21,119.150002,0.9508419431943491,0.9608785678131987,0.962014244066942,120.550003
2017-08-22,120.550003,0.962014244066942,0.9605254716143145,0.9592211229625908,120.199997
2017-08-23,120.199997,0.9592211229625908,0.9599218236636909,0.9546724037135489,119.629997
2017-08-24,119.629997,0.9546724037135489,0.9592676973255834,0.9538743987530828,119.529999
2017-08-25,119.529999,0.9538743987530828,0.9584989373048014,0.9462932239453072,118.580002
2017-08-28,118.580002,0.9462932239453072,0.9576038243705565,0.9540340348580966,119.550003
2017-08-29,119.550003,0.9540340348580966,0.9570292493075195,0.9679994009735761,121.300003
2017-08-30,121.300003,0.9679994009735761,0.9569122066381336,0.9729470907820141,121.919998
2017-08-31,121.919998,0.9729470907820141,0.9569188561474569,0.9769371953864369,122.419998
2017-09-01,122.419998,0.9769371953864369,0.9571556022209824,0.9726278744334511,121.879997
2017-09-05,121.879997,0.9726278744334511,0.9572513638004642,0.9894661238443241,123.989998
2017-09-06,123.989998,0.9894661238443241,0.9577913576909224,0.9923389991595084,124.349998
2017-09-07,124.349998,0.9923389991595084,0.9582169683167135,0.9914611761465355,124.239998
2017-09-08,124.239998,0.9914611761465355,0.9585893775477791,1.0,126.419998
2017-09-11,126.419998,1.0,0.9594711903993495,1.0,126.980003
2017-09-12,126.980003,1.0,0.9602865015075128,0.9985036856551343,126.790001
2017-09-13,126.790001,0.9985036856551343,0.960931900641645,1.0,127.940002
2017-09-14,127.940002,1.0,0.9616860302788773,1.0,128.089996
2017-09-15,128.089996,1.0,0.962622374959052,1.0,128.419998
2017-09-18,128.419998,1.0,0.9636145809706851,0.997352468421624,128.080002
2017-09-19,128.080002,0.997352468421624,0.9642767036933547,1.0,131.020004
2017-09-20,131.020004,1.0,0.96488319932722,1.0,131.320007
2017-09-21,131.320007,1.0,0.9655415661879393,0.9987053534043749,131.149994
2017-09-22,131.149994,0.9987053534043749,0.9660905738361147,1.0,131.410004
2017-09-25,131.410004,1.0,0.9666305677265731,1.0,131.460007
2017-09-26,131.460007,1.0,0.967030907556866,1.0,132.550003
2017-09-27,132.550003,1.0,0.9672450433036401,1.0,133.809998
2017-09-28,133.809998,1.0,0.9674964198937188,0.9962633584375362,133.309998
2017-09-29,133.309998,0.9962633584375362,0.9678810343830434,0.9924520214102387,132.800003
2017-10-02,132.800003,0.9924520214102387,0.9681170044900219,0.9863986770256135,131.990005
2017-10-03,131.990005,0.9863986770256135,0.9680871604022531,0.9841566696682859,131.690002
2017-10-04,131.690002,0.9841566696682859,0.9681077323585066,0.9815409757348625,131.339996
2017-10-05,131.339996,0.9815409757348625,0.9679423956849788,0.9818399743194077,131.380005
2017-10-06,131.380005,0.9818399743194077,0.9678126325911465,0.9792242803859843,131.029999
2017-10-09,131.029999,0.9792242803859843,0.9676299643543469,0.9825872353723523,131.479996
2017-10-10,131.479996,0.9825872353723523,0.9675113262415463,0.9831851129689129,131.559998
2017-10-11,131.559998,0.9831851129689129,0.9674212732435092,1.0,133.970001
2017-10-12,133.970001,1.0,0.9678282636471534,1.0,134.520004
2017-10-13,134.520004,1.0,0.9683589472935347,0.9765833414634747,131.369995
