Date,High,Normalized High,Moving Average,Label,Actual Next Day
2013-12-09,64.129997,0.9088718653308353,0.7980513252943494,0.9071712558722013,64.010002
2013-12-10,64.010002,0.9071712558722013,0.8006897423192478,0.8983843650335706,63.389999
2013-12-11,63.389999,0.8983843650335706,0.8029880225714667,0.8893140841642315,62.75
2013-12-12,62.75,0.8893140841642315,0.8051516658678662,0.9023526049419673,63.669998
2013-12-13,63.669998,0.9023526049419673,0.8074782905558847,0.9494047604706566,66.989998
2013-12-16,66.989998,0.9494047604706566,0.8105395148962444,0.943169003491185,66.550003
2013-12-17,66.550003,0.943169003491185,0.813699947005856,0.9581916513092872,67.610001
2013-12-18,67.610001,0.9581916513092872,0.8172831864309289,0.9607426717897584,67.790001
2013-12-19,67.790001,0.9607426717897584,0.8208876843600058,0.9666950245661855,68.209999
2013-12-20,68.209999,0.9666950245661855,0.8246102841442821,0.9744898518846331,68.760002
2013-12-23,68.760002,0.9744898518846331,0.8284982290296169,0.9749150077923756,68.790001
2013-12-24,68.790001,0.9749150077923756,0.83238381138654,0.9827097217321351,69.339996
2013-12-26,69.339996,0.9827097217321351,0.8362693927986409,0.9842686928647589,69.449997
2013-12-27,69.449997,0.9842686928647589,0.8398904241748983,0.9825680834061248,69.330002
2013-12-30,69.330002,0.9825680834061248,0.8435586978521925,0.9886621878872504,69.760002
2013-12-31,69.760002,0.9886621878872504,0.8476922967977782,0.9876701243670672,69.690002
2014-01-02,69.690002,0.9876701243670672,0.851797550362742,0.9880952802748095,69.720001
2014-01-03,69.720001,0.9880952802748095,0.8559949238755172,0.9807256088641046,69.199997
2014-01-06,69.199997,0.9807256088641046,0.8603670890599134,1.0,71.720001
2014-01-07,71.720001,1.0,0.8648242884965309,1.0,72.190002
2014-01-08,72.190002,1.0,0.869220074004726,0.9812992663443892,70.839996
2014-01-09,70.839996,0.9812992663443892,0.8738049362545476,0.9752043226152008,70.400002
2014-01-10,70.400002,0.9752043226152008,0.8786023700293519,0.9728494397326654,70.230003
2014-01-13,70.230003,0.9728494397326654,0.8833322113203145,0.9648150723143074,69.650002
2014-01-14,69.650002,0.9648150723143074,0.8879966454030335,0.9803296168353063,70.769997
2014-01-15,70.769997,0.9803296168353063,0.8927708464083586,0.9634298527931887,69.550003
